district,block,cluster,gp,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Yadgir,B0123 shorapur,C1108 malla (b),4182 malla (b),69.15,25.5,82,38.44,10.0,128,-30.71,-15.5,-15.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C0650 hire mallanakeri,2708 holagundhi,71.67,50.0,96,41.01,5.0,169,-30.66,-45.0,-15.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0090 aremallenahalli,793 aremallenahalli,85.73,65.0,75,55.08,15.0,61,-30.65,-50.0,-15.32,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0019 bhalki,C0571 halbarga,3750 konmelkunda,64.4,33.0,67,33.82,5.0,55,-30.58,-28.0,-15.29,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C0544 gunderi,2245 gunderi,64.75,25.5,102,34.2,5.0,112,-30.55,-20.5,-15.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,"C1511 siruguppa, 5th ward",1763 desanooru,59.24,32.0,85,28.74,5.0,107,-30.5,-27.0,-15.25,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0051 hadagali,C1531 sovena halli,6318 sovenahalli,69.6,35.0,99,39.11,10.0,140,-30.49,-25.0,-15.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ramanagara,B0077 kanakapura,C1000 kottagalu,3805 kottagalu,70.73,40.0,137,40.37,6.0,163,-30.36,-34.0,-15.18,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C0686 honagera,6263 bandalli,56.67,30.0,21,26.38,0.0,76,-30.29,-30.0,-15.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C0990 koralli,3773 koralli,62.35,40.0,136,32.06,3.5,68,-30.29,-36.5,-15.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C0472 gadwanthi,4257 maniknagar,66.51,40.0,53,36.3,5.0,46,-30.21,-35.0,-15.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1245 n mahadevapura,4623 n.mahadevapura,62.42,30.0,165,32.3,0.0,163,-30.12,-30.0,-15.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0086 kundagol,C0862 kamadolli,2636 hireharakuni,86.48,75.0,145,56.4,15.0,111,-30.08,-60.0,-15.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0019 bhalki,C0409 dhannura (s),4169 malchapur,59.21,14.0,89,29.16,0.0,107,-30.05,-14.0,-15.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0001 afzalpur,C0141 baluragi,4707 nandargi,72.54,40.0,205,42.52,5.0,101,-30.02,-35.0,-15.01,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C0773 jalahalli,3019 jalahalli,68.95,45.0,224,39.08,5.0,147,-29.87,-40.0,-14.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0135 tiptur,C1304 nellikere,4803 nellikere,82.58,65.0,64,52.89,15.0,57,-29.69,-50.0,-14.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0016 adithya patna,2294 hadavanahalli,82.89,59.0,109,53.22,15.0,90,-29.67,-44.0,-14.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C1547 suntikoppa,5555 sunticoppa,76.51,41.0,43,46.91,11.5,34,-29.6,-29.5,-14.8,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0989 koradakera,2581 herabanegoal,57.54,20.0,124,27.97,0.0,212,-29.57,-20.0,-14.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0072 jamakhandi,C0779 jamakhandi west,3170 kadapatti,71.58,43.5,60,42.09,5.0,86,-29.49,-38.5,-14.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C1432 salagar (v.k.),1162 belamagi,56.37,20.0,131,26.93,0.0,145,-29.44,-20.0,-14.72,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C0367 chowdapura,4471 moraba,45.19,5.0,107,15.8,0.0,138,-29.39,-5.0,-14.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0113 ramdurg,C1625 turanur,2089 ghatakanur,77.42,60.0,153,48.21,15.0,148,-29.21,-45.0,-14.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
